"Ecocrop_code","Authority","Family","Synonyms","Common_names","Editor","Notes","Sources"
"78565",NA,NA,NA,NA,NA,"DESCRIPTION: A twining herb with angular, hairy stems and oblong-lanceolate leaflets slightly pubescent above. Pod 4-5 cm long and rusty-hairy with a recurved beak. USE: Useful pioneer legume in pasture mixtures. GROWING PERIOD: Summer wet season growing annual or perennial. COMMON NAMES: Amendoim de veado. FURTHER INF: Occurs from the Caribbean, through Mexico, Central and South America, to the states of Minas Gerais, Bahia and São Paulo in Brazil. It occurs in the hotter areas of the tropics and becomes diseased under low temperatures. It prefers a rainfall in excess of 750 mm. It is tolerant of infertile soils but may be severely affected by potassium deficiency. It is resistant to trampling and nematodes. Its recovery from cutting is poor.","Grassland Index
Steven R and Staberg P 2005"
"83541","L.","Magnoliopsida:Dilleniidae:Capparales:Cruciferae","","fodder radish, oil radish, oilseed radish, nabo forrajero, nabo forrageiro, Oelrettich","","BRIEF DESCRIPTION: An erect, more less densely hairy herb, without a swollen root. USES: Mainly grown as a green manure and forage, but can also be cultivated for the leaves and used as a vegetable. GROWING PERIOD: Annual. COMMON NAMES: Leaf radish, Lobak daun, Lobak, Radish, Radis, Labanos, Rabanos, Alibanos, Monla, Chhaay thaaw, Kaad khaaw, Phakkat-hua, Phakkhithut. FURTHER INF.: Scientific synonym: R. sativus L. var. oleiformis. Leaf radish is gaining importance in Europe as forage and green manure.","Siemonsma J 1993 pp 233-237 [USE, PHO, TEXT, DRA, PH]"
"83552","Pierre","Magnoliopsida:Asteridae:Rubiales:Rubiaceae","Pausinystalia johimba (K.Schum.)Pierre, Cortex yohimbe","yohimbe, yohimbin, yohimbe bark","","DESCRIPTION: It is a tree reaching 9-30 m in height. Bark usually occurs in channeled pieces, 4-10 mm, thick with a varying tinge of red in the grey-brown or brown outer and inner surfaces. The outer surface is longitudinally furrowed and bears numerous narrow, transverse cracks at fairly regular intervals of 1-2 cm. Leaves 24-47 x 10-17.5 cm glabrous, obovate, cuneate or rounded. USE: The wood is used as fuel and the bark contains tannin. Poisonous doses of the bark are reported to paralyze respiration and the drug can cause severe hypotension, abdominal distress and weakness. It can also be used as a fish poison. The bark contains up to 6% of a mixture of alkaloids, the principle one being yohimbine, which is also known as aphrodine. It is the source of the only clinically-proven cure for impotence and has long been used as a traditional stimulant in Africa. It is also used as a local anaesthetic, a mild stimulant to prevent drowsiness, a hallucinogen, a treatment for angina, a hypotensive and as a performance enhancer for athletes. The tree is used in agroforestry. GROWING PERIOD: Perennial. COMMON NAMES: yohimbe. FURTHER INF: It occurs mostly in the Atlantic Evergreen Forest with Caesalpiniaceae, an extensive forest formation extending from S.E. Nigeria to Congo. The species occurs mainly in closed canopy forest. Most common in coastal forest, although not widespread throughout its range.","SOURCE: ICRAF Agroforestree Database (01.07.02) E83552"
"126290",NA,NA,NA,NA,NA,"DESCRIPTION: A thornless shrub or small tree, 2ˆ7 m high with a single short trunk. Leaves bipinnate, predominantly asymmetric with a displaced mid-vein, 10ˆ25 cm long, with 10ˆ20 pairs of pinnae. Inflorescences ellipsoidal with whitish heads 1ˆ1.5 cm in diameter, turning pinkish to dull orange when dry. Pods very thin-walled, papery, oblong , 3ˆ6 cm long and 6ˆ9 mm wide, with straight or sinuate margins, initially green, turning coffee-brown when ripe. USE: As a dry season forage and green manure. GROWING PERIOD: Perennial. COMMON NAMES: Chisos prairie acacia, Shreve's prairie acacia. FURTHER INF: Grows naturally on free-draining acid soils. Adapted to a wide range of soils including vertisols of slightly alkaline pH. In the native range, annual rainfall varies from 800ˆ3000 mm. Withstands moderate periods of drought , retaining its leaf through the 8-month dry season in eastern Indonesia. It grows naturally from near sea level to 2800 m in environments where mean temperatures range from 25ˆ30°C. Shows better growth potential at the higher elevations and moderate temperatures. It tolerates cold climates once established (occasional temperatures below freezing). May have moderate shade tolerance being native to oak/pine forests.","Tropical forages 2005."
"126505","Benth.","Leguminosae","Inga pulcherrima","Powderpuff tree","","","Grassland Index"
"127113","(Aubl.) Dcne. & Planch","","Didymopanax calophyllum Decne and Planch., Didymopanax chrysophyllum Decne and Planch, Didymopanax chrysophyllum Willd., Didymopanax speciosum (Willd.) Decne, Panax morototoni Aubl., Panax spinosum Poir., Schefflera morototoni (Aubl.) Maguire, Steyerm & Frodin.","match-wood, mountain trumpet, bois de mai, bois de Saint Jean, cordovan, mandiocí, marupauba-flasco, morototó, mucututú, pará-pará, pau-caixeta, paxixica, sambacuim, anonillo, sanch-uva, yagrumo macho","","DESCRIPTION: It is a medium-sized tree 8-30 m in height, with a cylinder-shaped bole that is straight and may reach up to 80 cm in diameter at the base. The crown is small, bark whitish and has a smooth surface. USE: Timber used for general carpentry, interior construction and boxes and for pulp for the paper-industry. The leaves have known to serve as home remedies. The tree is grown as an ornamental. GROWING PERIOD: Perennial. COMMON NAMES: match-wood, mountain trumpet. FURTHER INF: Frequently found in the upland forests and in old open woodlands. In Peru, it is common on the savannah margins. Widespread in the wet forests of tropical America. It is not exacting to soil requirements but frequently occurs in clayey, acid soils. It demands strong light and is abundant in openings, secondary forests and on roadsides. These locations are susceptible to fire in dry periods, and the species is favoured essentially due to its fire-resistant seeds.","SOURCE: ICRAF Agroforestree Database"
"127115","(Nees) T.A.Cope","Liliopsida:Commelinidae:Cyperales:Gramineae","Asthenatherum forskahlei auct. non (Vahl) Nevski, Asthenatherum glaucum (Nees) Nevski, Danthonia glauca Nees","gha grass, ghagras, ikagras, Dünenhafer","","DESCRIPTION: It is a densely tufted, coarse grass with culms much branched from a stout, woody rhizome. It has a shrub-like growth form. It is up to 100 cm in diameter and 20-75 cm in height. USE: Useful for sand dune stabilization. It is very palatable and well utilized by stock and game despite its hardness and woodiness. GROWING PERIOD: Annual to shortly perennial. COMMON NAMES: Gha grass, Ghagras, Ikagras. FURTHER INF: It is a hardy species which is obviously well adapted to climatic extremes of moisture, temperature and insolation. It favours loose, sandy substrates and grows almost exclusively on dunes of coarse to fine windblown sand. It is found most frequently in deep red Kalahari sand and gravely soils where it is a common species, mainly on dune slope communities. It has the C4 photosynthetic pathway.","Grassland Index"
"127526","Muell. Arg.","Magnoliopsida:Asteridae:Gentianales:Apocynaceae","Couma guianensis Aubl., Couma rigila Muell.","sorva, milk tree, couma, sorva pequeña, sorveira, sorvinha","","DESCRIPTION: It is a tree reaching 2-15 m or even 25 m in height with an ample and dense crown. Trees are generally smaller in open situations. All parts of the plant are rich in white and sweet latex. USE: The fruit is edible and the latex tapped especially from the trunk is used in chewing gum, varnishes and paints. The fruit and latex are collected from wild as well as cultivated plants. The tree has medicinal properties. The natives in the Peruvian Amazon use the latex to control amoebas, diarrhea, as antihelminthic), and to disinfect the navel of new-born babies, for skin irritations, and as an antiseptic. The tree is also planted as an ornamental. GROWING PERIOD: Perennial. In the Amazon, the tree blossoms from August to May and fruits from November to February. COMMON NAMES: Sorva, Milk tree. FURTHER INF: The tree can be found wild in dense forest of virgin bushes, on flooded or dry land. Some varieties are spontaneous in the fields or campinas and secondary bushes, being frequent cultivated in the outskirts of Manaus. Often grown in dry non-flood zones, in or near fields and grasslands. Found at elevations between sea level and 500 m. In Brazil it can be found on white-sand soil on flooded as well as non-flooded areas.","EcoPort, Entity 127526, Unassigned Record, 2001"
"148253","H. Wendl.","Liliopsida:Arecidae:Arecales:Palmae","Hyphaene multiformis subsp. semiplaena [ Becc.] Becc., Hyphaene semiplaena (Becc.) Furtado","doum palm, palma dum, mukoma, ilala, baar, qoona (fruit), dabell (young), qoone (Borana), kone (Borana), meeti (Borana), mkoma (Chonyi), kulidhe (Daasanach), mkoma (Digo), lume (Digo), meetti (Gabra), mkoma (Giriama), lparruai (Ilchamus), lparrua (Ilchamus), mkoma (Kambe), mokoma (Malakote), mezi (young) (Malakote), irara (Mbeere), kone (Orma), meti (young) (Orma), takuyua (Pokot), takaiw'a (Pokot), takayua (Pokot), gey-i-khooona (Rendille), baar (Rendille), lparwai (Samburu), nkujit-ae-nkeok (Samburu), auwaki (Sanya), mkoma, mkoche, mlala, mnyaa, muaa, irara (Taveta), muruguyu (Tharaka), eeng'ol (Turkana), eng'ol (Turkana), Dumpalme","","DESCRIPTION: A branched or unbranched usually multi-stemmed palm tree up to 15 m high. Young fruit dark red or maroon. Mature fruit up to 8 cm long. USE: Fruits are edible, other uses include fibre, dye, wood and medicine. GROWING PERIOD: Perennial. COMMON NAMES: Doum palm, Palma dum. FURTHER INF: Alluvial, deep sand. In Kenya around lake Victoria and along the coast of the Indian Ocean. In northern Kenya along rivers and all along the coast. Sandy coastal lowlands, places with a high water-table, along seasonal watercourses, open sandy flood plains. Often forming pure stands. It is much affected by competition from bushes and taller trees.","EcoPort, Entity 148253, Unassigned Record, 2001"
"148275","(L.) Moench","Magnoliopsida:Asteridae:Asterales:Compositae","Brauneria purpurea (L.) Britt., Echinacea intermedia Lindl.,, Echinacea purpurea (L.) Moench var. arkansana Steyerm., Echinacea speciosa Paxt., Rudbeckia purpurea L., Rudbeckia hispida Hoffm., Rudbeckia serotina Sweet","purple coneflower, red sunflower, roter Sonnenhut, Herba echinaceae purpureae","","Latitude:
Altitude:
Temperature: Seeds germinate well at temperatures around 20-22°C. The plant tolerates hot conditions but will withstand winter temperatures down to -30°C.
Water: It tolerates humid conditions and requires moderate, well distributed rainfall or watering. Reported annual rainfall range for growth is 300-1000 mm with the optimum between 400-800 mm.
Radiation:
Range & intensity: Full sunlight under irrigated cultivation conditions for high production. The plant can however also grow in light shade but may grow taller and lankier as a result.
Photoperiodism: It is intermediate-day plant.
Soil: 
Physical: It can grow in any well drained, ordinary soil but prosper in sandy loams with a good content of compost.
Chemical: Prefers limey, fertile soils rich in phosphate but can also grow in infertile soils. Reported soil pH range for growth is 5.5-8 with the optimum between 6.5-7.5.",""
"148289","Schult. & Schult. f.","Gramineae","","Pipe grass","","","Grassland Index"
"148293","(Stapf.) Schweick.","Gramineae","","Small oats grass","","","Grassland Index"
"148296","(Nees) Stapf.","Gramineae","","Wild oatgrass","","","Grassland Index"
"148305",NA,NA,NA,NA,NA,"DESCRIPTION: It is a rhizomatous and tufted grass reaching 30-90 cm in height. Leaf blades are up to 13 cm long and 0.1-0.5 cm wide, and are curled when dry. Culms branch freely. Inflorescence 10-30 cm long. Forming dense stands when grazed. USE: It is probably the best grazing grass in its area of distribution, but is easily overgrazed due to its high palatability. Particularly valuable for sheep. It has already disappeared in many parts of its former area of distribution. GROWING PERIOD: Perennial. COMMON NAMES: Robies Cocksfoot. FURTHER INF: It can be found in mountainous regions of South Africa and Pakistan. Its habitat is high altitude grassland in open habitats, riverbanks, rocky outcrops or mountain slopes. Found in with low to moderate rainfall (300-700 mm per annum) and a temperate climate. Occurs at altitudes higher than 1200 m. Requires a loose soil and is most successful in sandy, gravely and stony places. Cultivated on a small scale in South Africa. It has the C4 photosynthetic pathway.","Grassland Index
Steven R and Staberg P 2005"
"148306",NA,NA,NA,NA,NA,"DESCRIPTION: It is a tufted and rhizomatous, leafy grass with unbranched culms that grow to a height of 30-120 cm tall. The leaf blades are 5-20 cm long and 5 mm wide, usually rolled. Inflorescence is a single open or contracted raceme. USE: An unpalatable grass that is only grazed when it is very young. However, it forms a dense covering and protects the soil from erosion in areas with high rainfall. Where it occurs in abundance it is considered to be an indicator of under-utilization. GROWING PERIOD: Perennial. COMMON NAMES: Giant spear grass. FURTHER INF: It occurs in tropical to southern Africa and tropical America. In South Africa it is found in the Fynbos, Savanna and Grassland Biomes. Occurs in the wet, subtropical eastern mountain and Highveld parts of southern Africa as well as along the southern to south-western parts. Altitude range 500-2700 m. Rainfall may be from 450-1500 mm per annum. Usually grows in undisturbed grassland and bushveld in sandy and gravely soils. May also be found near seasonal wetlands. It has the C4 photosynthetic pathway.","Grassland Index
Steven R and Staberg P 2005"
"148964","(Weddell) Parodi","Magnoliopsida:Rosidae:Fabales:Leguminosae","Pachyrrhizus ahipa, Dolichos ahipa Wedd.","ahipa, yam bean, ajipa, achipa, dabau, frijol chuncho, judia batata, poroto batata, asipa, villu, huitoto, andine knollenbone, sinkamas","","SOURCES (P. ahipa (Weddell) Parodi)
Vietmeyer N 1989 pp 39-45 [PH, PHO, KTMP, TEXT, DRA, FER
GROWING PERIOD
Legume grown for its underground parts. It begins flowering about 75 days after planting and harvest takes place after 150-180 days.
COMMON NAMES
Ahipa, Ajipa, Asipa, Villu, Huitoto, Achipa, Dabau, Frijol chuncho, Judia batata, Poroto batata, Andine knollenbone.
FURTHER INF
Scientific synonym: Dolichos ahipa. Ahipa is propably native of the Andean mountains. It can be found at elevations from sea level to 3000 m. Only the root is safe to eat, the rest of the plant contain toxin that may be toxic to humans. Grows 0.3-0.6 m tall.",""
"148966","(Lam.) Spreng.","Magnoliopsida:Rosidae:Fabales:Leguminosae","Pachyrrhizus tuberosus (Lam.) Spreng., Dolichos tuberosus Lamarck","yam bean, manioc bean, potato bean, tuberous gram, Amazonian yam bean, dolique tubéreuse, pois patate, pois cochon, ashipa, chuin, jícama, jiquima, yamsbønne, sha ge, hoewi iris, bengkoewang, yambohne, knollenbohne, knollige bohne, amazonische jamsbohne, amazonische knollenbohne, fagiolo patata, feijão-jacatupé, jacatupé, jacutupé, jocotupé, sinkamas, at böyrüce","","SOURCES (P. tuberosus (Lam.) Spreng.)
Purseglove J 1974 pp 2822-284 [USE, FER, TEXT]
Duke J 1981 pp 184-185 [FER, TEXT, DRA, PHO, RAIN, TEMP, PH]
Roecklein J 1987 pp 257 [USE]
National RC 1979 pp 21
GROWING PERIOD
Perennial vine, that flowers from November to May and fruit April-September. Tubers mature in 180-240 days.
COMMON NAMES
Potato bean, Yam bean, Jicama, Ajipo, Tuberosus yam bean.
FURTHER INF
Scientific synonyms: Cacara tuberosa, Dolichos tuberosus, Stizolobium tuberosum. The species is indigenous to the Amazon headwater region of South America and to parts of the Caribbean. The plant can reach 5 m in length. Only the tuber is safe to eat. Leaves, stems, roots, ripe pods, and seeds can be toxic to humans.",""
"148967","Ruiz & Pavón","Magnoliopsida:Caryophyllidae:Caryophyllales:Nyctaginaceae","","mauka, chagos, chago, chaco, arricón, yuca inca, shallca yuca, yuca de la Jalca, pega pega, cushpe, cushipe, arracacha de toro, camotillo, inca, miso: Pichincha (Ecuador), tazo: Cotopaxi (Ecuador)","","BRIEF DESCRIPTION  A low, compact plant reaching 1 m in height. The stems are smooth and fleshy, salmon-pink in colour when they are below ground, cylindrical, up to 50 cm long and 5 cm in diameter and divided by nodes, from which roots and 3-8 cm long leaves appear. USES  The upper part of the root, the lower part of the stem stem and leaves are used for human consumption as well as animal feed and has a high protein content. The roots and stems can be boiled or used in soups or stews and can be prepared in the same way as sweet potato. The cooking water can be served as a soft drink. The leaves are used in salads and chili sauces. The whole plant is used as feed for pigs, cavies, sheep and cattle. GROWING PERIOD  Perennial but usually cultivated as an annual. The production cycle generally lasts about 7-9 months but may be longer. COMMON NAMES  Mauka, Chago, Arricon, Yuca inca, Cushipe, Chaco, Miso, Taso, Pega pega, Miso, Tazo, Shallca yuca, Yuca de la Jalca, Cushpe, Arracacha de toro, Camotillo. FURTHER INF  Mauka occurs in western South America from Venezuela to Chile. In Peru it is cultivated at elevations between 2300-3500 m. It survives where constant winds and near-constant chill place heavy physical strain and moisture stress on plants. The yield of root and stem may be 12-52 t/ha. High yields are obtained by leaving it in the ground for up to two years. Yield of green fodder may after 6.5 months be about 7 kg per plant. (pH estimated by the compiler).","Bermejo J 1994 pp 172-176 [USE, TEMP, DEP, FER, RAIN]
Vietmeyer N 1989 pp 16 & 75-81 [USE, RAIN, KTMP, TEXT, DRA]"
"148974","Diels.","Magnoliopsida:Magnoliidae:Magnoliales:Annonaceae","","mukukuma, kilali, mareer booy, mudzaladowe (Chonyi), mudzaladowe (Giriama), mzaladowe (Giriama), mudzaladowe (Kambe), tamangesyat (Keiyo), tarnanges (Keiyo), tamangesig (Keiyo), malkach (Marakwet), tamalak (Marakwet), malkatwa (Marakwet), tomolokwo (Marakwet), tamuketwo (Pokot), tomekekwo (Pokot), tamrenwo (Pokot), mikisia (Pokot), molkech (Pokot)","","DESCRIPTION: A scrambling shrub or liana to 5 m or more with long shoots, rarely standing on its own. USE: Ripe fruits edible, sweet with an appealing acid taste. The seeds, which are enclosed in pulp, are sucked clean then discarded. The soft outer skin may also be eaten. It is used in Tanzania for the treatment of fevers. It may be planted as an ornamental. GROWING PERIOD: Perennial. COMMON NAMES: Mukukuma, Kilali. FURTHER INF: Habits range from rocky hillsides, bushland, thickets and forest edges where the plant is usually found climbing on other plants. Found only in Kenya and northern Tanzania. In Kenya - in the Karura Forest, Kibwezi, Namanga, Sigor, Ong'ata Rongai, Thui Hill (Makueni), Kitui hills, Kerio Valley.","EcoPort, Entity 148974, FAO, 2001"
"149006","(A. DC.) Schweinf.","Magnoliopsida:Asteridae:Gentianales:Apocynaceae","Acokanthera friesiorum Markgr., Carissa schimperi","arrow-poison plant, arrow poison tree, kivai, muricu, murichu, merez, marid, keliot, karraru (Borana), k'arraaru (Gabra), kelyot (Kipsigis), olmorijoi (Maa), mururu (Meru), kelion (Pokot), ilmorijoi (Samburu), kelyon (Tugen)","","DESCRIPTION: A dense round evergreen shrub or spreading sparsely branched tree up to 7 m high. USE: The ripe fruits are edible. They are sweet with a slightly bitter taste, but should only be eaten when ripe. Otherwise the whole plant is poisonous. Birds have been known to drop dead on sucking nectar from the flowers. It is the plant used to make arrow poison. In case of accident, squeeze out and suck contaminated blood from the point of entry immediately. (The person doing this should not have sores in his mouth.) Apply paraffin oil (Kitui).GROWING PERIOD: Perennial. COMMON NAMES: Arrow-poison plant, Arrow poison tree. FURTHER INF: Grows in Kenya in bushland on rocky hillsides, especially on red or black rocky soils; common in dry highland forests and bushed grasslands. Widespread in East Africa, south to Zimbabwe, Mozambique, Swaziland and north-eastern South Africa. In Kenya - for example - at Muumandu (Machakos), Ongata-Rongai, Oloosaiyeti hill (Kajiado), Rumuruti (Laikipia), Loita, and Chepelion (north Baringo).","EcoPort, Entity 149006, Unassigned Record, 2001"
"196860","(Dougl. ex Loud.) Dougl. ex Forbes","Pinopsida:Pinaceae","Pinus amabilis Doug., Picea amabilis Doug. Ex Loudl.","cascade fir, Pacific silver fir, lovely fir, red fir, white fir","","DESCRIPTION: It is a needle leaf evergreen tree reaching 30-70 m in height and diameters of 90-110 cm. The average maximum age for the tree is 400 to 500 years on goodsites, and 250 to 350 years on more adverse sites. Young trees have resin-filled blisters protruding from the smooth, thin bark. The bark of older trees is rough textured and flaky. The needles grow from opposite sides of the branch, spreading horizontally or brushed forward. The top is flat, grooved, and ""lustrous green"", and the underside is stomatiferous and silvery white. The cones are stiffly erect, barrel shaped, and 9-15 cm long. USE: The wood is soft, light in weight and colour, and has little odour or resin, it is weak and has low durability. The most common uses are light construction frames, sub-floor, construction plywood, sheaths, container veneer, and pulpwood. The tree is planted for erosion control, shelter and as an ornamental. GROWING PERIOD: Perennial. COMMON NAMES: Pacific silver fir. FURTHER INF: It occurs from extreme south-eastern Alaska south through western British Columbia, the Cascade Range of Washington and Oregon, to north-western California. Average annual precipitation, within its range, is 1000-6650 mm, mostly in the form of snow, it is absent in coastal areas with dry summers. It has a mild frost tolerance and poor frozen soil tolerance because of its need for water during the winter. It can survive in the shade and emerge in stands that are uneven-aged.","SOURCE: FIES (Fire Effects Information)"
"197462",NA,NA,NA,NA,NA,"DESCRIPTION: Leguminous, erect herb or sub-shrub 50 cm to 2 m tall. Leaves pinnate, 2-4 cm long, 16-50 foliolate. Pod 5-14 articulate, from 5-7.5 cm long. USE: Mostly used as a regenerating component in permanent pastures. It must be grazed heavily so that it does not become dominant in the pasture and to keep it at a more palatable stage of growth. Cattle will not graze large and stemmy plants. GROWING PERIOD: Annual or short-lived perennial. COMMON NAMES: Shrubby jointvetch, Evenia jointvetch. FURTHER INF: Found in USA (Arkansas, Texas, Florida), Panama, Cuba, Dominican Republic, Haiti, Jamaica, Puerto Rico, St. Lucia, Northwest Argentina, Bolivia, Brazil, Colombia, and Venezuela. Occurs at relatively low altitudes between about 18ºS in Bolivia to 28ºN. This equates to a range in average annual temperature from 22-26ºC. Mostly found in areas with surface moisture or free water, but adapted to areas with a high water table as in Florida, USA. Typically found in wet or moist areas at elevations below 500 m. Rainfall at collection sites ranges from 550-1800 mm/yr. Found in sands to clay loams.","Tropical forages 2005."
"197464",NA,NA,NA,NA,NA,"DESCRIPTION: It is a herb or subshrub legume with tap-root. The stem moderately pubescent and hispid, with yellowish glandular hairs 2-4 mm long. Inflorescense axillary, 4-15 flowered, flower papilionaceous, 5-7 mm long, calyx 2-3 mm long, seeds 1.5-2 mm long, 1-1.5 mm wide, black. USE: It is pasture legume high crude protein content, average to good dry matter digestibility, and good dry matter production and ability to compete with weeds. Plants are sensitive to frequent cutting. Also useful as a fast decomposing green manure. GROWING PERIOD: Perennial. COMMON NAMES: Jointvetch, Porcupine Jointvetch. FURTHER INF: Time to flowering varies between 43 to 306 days after planting. Found in drier environments such as savannas, hillsides and beaches with well-drained soils. The geographic distribution includes Central and South America, the Caribbean and Florida. It grows up to an altitude of 1400 m. It is reasonable drought tolerance and adaptation to acid and low-fertility soils such as Ultisols and Oxisols.","Grassland Index
Steven R and Staberg P 2005
Tropical forages 2005"
"197471",NA,NA,NA,NA,NA,"DESCRIPTION: Herb to sub-shrub with stems to about 1 m long, prostrate to weakly erect. Leaves pinnate, about 2-7 cm long, 20-50 foliolate. Inflorescences 3-10 (-15 flowered), flowers usually yellow, 3-9 mm long. Pods 3-7. USE: Semi-permanent or regenerating component of pasture in grazed and cut-and-carry systems. Potential as ground cover in orchard and intercrop systems, and as N fixing pioneer or green manure. GROWING PERIOD: Annual or short-lived perennial. COMMON NAMES: Villose jointvetch. FURTHER INF: Occurs from about 31.5ºN in Arizona, USA to 13.6ºS in Bolivia, and from near sea level to 2250 m. In average annual temperature of about 17-25ºC. Annual rainfall at collection sites ranges from 460-2400 mm, but mostly 800-1500 mm. Tolerates waterlogging. Usually found in dry areas, pine and oak forests, and pastures. Occurs on sometimes poorly drained soils of clay (including cracking clay), clay loam, loam, and sandy loam texture, with pH from 4.5-8.5.","Tropical forages 2005"
"197703","Willd.","Liliopsida:Arecidae:Arecales:Palmae","Aiphanes caryotifolia (Kunth) H. Wendl., Aiphanes elegans (Linden & H. Wendl.) H. Wendl. ex Kerch., Aiphanes ernestii (Burret) Burret, Aiphanes horrida (Jacq.) Burret, Aiphanes killipii (Burret) Burret, Aiphanes orinocensis Burret, Aiphanes praemorsa (Poepp. ex Mart.) Burret, Aiphanes truncata (Brongn. ex Mart.) H. Wendl., Bactris praemorsa Poepp. ex Mart., Caryota horrida Jacq., Euterpe aculeata (Willd.) Spreng., Marara aculeata (Willd.) H. Karst., Marara bicuspidata H. Karst., Marara caryotifolia (Kunth) H. Karst., Martinezia aculeata (Willd.) Klotzsch, Martinezia aiphanes Mart., Martinezia caryotifolia Kunth, Martinezia elegans Linden & H. Wendl., Martinezia ernestii Burret, Martinezia killipii Burret, Martinezia truncata Brongn. ex Mart., Tilmia caryotifolia (Kunth) O.F. Cook","ruffle palm, coyure palm, corozo, maracay, marará, macagüita","","(05.06.03) E197703
DESCRIPTION: Evergreen palm reaching up to 10 m in height and 3 m in crown diameter.  USE: The epicarp, the mesocarp, and the seed (whose endosperm tastes like coconut) are consumed and used in candies. The palm is used as a garden ornamental. GROWING PERIOD: Perennial. COMMON NAMES: Ruffle palm, Coyure palm. FURTHER INF: Most common in the Venezuelan Cordillera de la Costa and the Andes, from Venezuela to Bolivia, except in Ecuador (in relation to higher humidity), extending to adjacent areas of western Brazil (Acre). Cultivated throughout the tropics. it is the most widely distributed and familiar species of its genus. Found growing wild in South American dry forest and rainforest. Young plants like a bit of shade, but older specimens can take full sun. It grows well in slightly filtered light or partial sun.","Eeckenbrugge and Ferla 2000 (Aiphanes aculeata)"
"197937","(Fenzl) Reissek ex Benth.","Magnoliopsida:Rosidae:Rhamnales:Rhamnaceae","Colubrina excelsa Fenzl","","","BRIEF DESCRIPTION  A multi-branched shrub or a medium-sized tree up to 15-35 m in height. The trunk is usually 1/2 the tree height. USES The wood can be used for cabinet work, general building and flooring, and as fuel. The tree can be used for shade and shelter purposes, as an ornamental and it can provide forage. It has medicinal properties and is used in the treatment of a number of diseases. It is the source of a low quality honey. GROWING PERIOD  Perennial. COMMON NAMES  Red ash, Red almond, Sarsaparilla, Leather jacket, Red tweedie, Humbug, Coopers wood, White leaf, White myrtle, Soap tree. FURTHER INF  Red ash occurs in eastern Australia within the latitudinal range 10-38°S at elevations between sea level and 750 m. It can be found on rugged ranges, plateaux, undulating to low hills, broad valley floors, and coastal lowlands. It is drought-resistant.","(A. excelsa (Fenzl) Reiss. ex Benth.) E197937
Turnbull J 1986 pp 228-229 [TEMP, KTMP, RAIN, TEXT, PH, DRA, DEP, FER, USE]"
"198033","Greene","Magnoliopsida:Rosidae:Rosales:Rosaceae","Amelanchier florida var. gracilis (Heller) M.E. Peck, Amelanchier gracilis Heller, Amelanchier alnifolia var. pallida (Greene) Jepson","pale serviceberry, pallid serviceberry, Utah serviceberry, western serviceberry, saskatoon serviceberry","","(05.06.03) E198033
DESCRIPTION: It is a slow-growing deciduous shrub to reaching up to 3-6 m in height. USE: Berries eaten raw, cooked or dried. The vitamin C content of the berries is high. The wood from this plants was sometimes used for arrows by native Americans. They also gathered the fruit to make large flat cakes which they added to soups and vegetables. Added to buffalo meat to make pemmican, and early settlers used to make pies, jelly and wine. GROWING PERIOD: perennial. COMMON NAMES: Pale serviceberry, Pallid serviceberry. FURTHER INF: It can be found in pine and fir forests, lodgepole forest, subalpine forest, foothill woodland, chaparral, valley grassland, alpine fell-fields and especially in moist coniferous forests in California. Found between 32-48°N and 115-125°E.","Eeckenbrugge and Ferla 2000 (Amelanchier pallida)"
"198891","L.","Magnoliopsida:Magnoliidae:Ranunculales:Ranunculaceae","Aquilegia australis Small, Aquilegia coccinea Small, Aquilegia phoenicantha Cory, Aquilegia canadensis var. australis (Small) Munz, Aquilegia canadensis var. coccinea (Small) Munz, Aquilegia canadensis var. eminens (Greene) Boivin, Aquilegia canadensis var. hybrida Hook., Aquilegia canadensis latiscula, Aquilegia canadensis var. latiuscula (Greene) Munz","Colorado columbine, red columbine, wild columbine, Canada columbine, American columbine, meetinghouse, rock-bells, honeysuckle, rock-lily, jack-in-trousers, cluckies, wild honeysuckle, northern bush honeysuckle","","DESCRIPTION: A delicate but hardy perennial herb reaching 30-80 cm in height. It has delicate 1-3 times combined leaves and red and yellow flowers. USE: It is grown as a garden ornamental and the whole plant has medicinal properties. GROWING PERIOD: Perennial. COMMON NAMES: Wild columbine, Canada columbine|eng, American columbine. FURTHER INF: It can be found in open sites that are steep and rocky but somewhat moist, such as wooded bluffs of streams, wooded slopes, stream banks, banks and slopes of deep ravines, limestone bluffs and ledges, borders and clearings in deciduous or mixed woods or thickets. Sometimes abundant on roadsides, sandbanks, recent excavations and in drainage ditches. Moderately shade intolerant. It does best in light shade or with a few hours of direct sun but will tolerate full sun if daytime temperatures are not too hot. It thrives on well drained, loose, sandy loam with organic matter, but will grow in a wide range of soils, including clays, especially if they drain well and have organic matter added. Often found on calcareous soils. Growing wild it is found on thin soils over granite bedrock, steep hillsides of thin loess over limestone or quartzite bedrock, and on gravel glacial moraine.","http://www.rook.org/earl/bwca/nature/herbs/aquilegiacan.htmlhttp://www.ernstseed.com/Catalog/Herbaceous.htm"
