"crop_code","species","Life.form","Habit","Life.span","Physiology","Category","Plant.attributes","temp_opt_min","Temp_Opt_Max","Temp_Abs_Min","Temp_Abs_Max","Rain_Opt_Min","Rain_Opt_Max","Rain_Abs_Min","Rain_Abs_Max","Lat_Opt_Min","Lat_Opt_Max","Lat_Abs_Min","Lat_Abs_Max","Alt_Opt_Min","Alt_Opt_Max","Alt_Abs_Min","Alt_Abs_Max","pH_Opt_Min","pH_Opt_Max","pH_Abs_Min","pH_Abs_Max","Light_Opt_Min","Light_Opt_Max","Light_Abs_Min","Light_Abs_Max","Depth_Opt","Depth_Abs","Texture_Ops","Texture_Abs","Fertility_Ops","Fertility_Abs","Al_Toxicity_Opt","Al_Toxicity_Abs","Salinity_Ops","Salinity_Abs","drainage_opt","drainage_abs","Climate.Zone","photoperiod","Killing.temp..during.rest","Killing.temp..early.growth","Abiotic.toler.","Abiotic.suscept.","Introduction.risks.","Product..system","Cropping.system","Subsystem","Companion.species","Level.of.mechanization","Labour.intensity","cycle_min","cycle_max","use.main","use.detailed","use.part","datasheet_url"
"6237","Flindersia bourjotiana","tree","erect","perennial","single stem","forest/wood","","20","30","10","38","1500","3500","1100","3800","15.4","15.4","18.4","18.4","---","---","-","1200","5","6","4.5","6.5","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium","medium","moderate","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","240","330","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6237"
"6238","Flindersia brayleyana","tree","erect","perennial","single stem","forest/wood","","20","30","10","38","1500","3500","1100","3800","16.2","16.2","19","19","---","---","-","1200","5","6","4.5","6.5","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium","medium","moderate","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","240","330","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6238"
"6239","Flindersia pimenteliana","tree","erect","perennial","single stem","forest/wood","","20","30","10","38","1500","3500","1100","3800","15.4","15.4","19","19","---","---","-","1200","5","6","4.5","6.5","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium","medium","moderate","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","240","330","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6239"
"6252","Fortunella hindsii","shrub, tree","erect","perennial","evergreen, single stem, multi stem","fruits & nuts, medicinals & aromatic","","26","37","12","40","1100","1500","700","4000","10","10","45","45","---","---","-","1000","6.5","7.5","6","8","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","medium","medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry winter (Cw), temperate oceanic (Do)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-15","0","drought","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","210","365","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6252"
"6256","Fragaria chiloensis","herb","acaulescent (or rosette plants)","perennial","","fruits & nuts","","11","18","5","27","900","1300","500","1700","20","20","40","40","---","---","-","-","5.5","6.5","5","7.3","very bright","clear skies","very bright","cloudy skies","shallow (20-50 cm)","shallow (20-50 cm)","medium, light","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","steppe or semiarid (Bs), subtropical dry summer (Cs)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","270","food & beverage","minerals","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6256"
"6262","Fragaria virginiana","herb","acaulescent (or rosette plants)","perennial","single stem","fruits & nuts","harvested from wild","11","18","5","27","800","1200","400","1700","32","30","58","60","---","---","-","1000","5.5","7","5","7.5","very bright","clear skies","very bright","cloudy skies","shallow (20-50 cm)","shallow (20-50 cm)","medium","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do), boreal (E)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","270","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6262"
"6266","Frangula alnus","shrub","erect","perennial","multi stem","forage/pasture, materials, medicinals & aromatic, forest/wood","grown on small scale, harvested from wild","18","24","7","35","700","900","600","1000","10","-","60","66","---","---","-","3700","5","6","4.5","7","light shade","cloudy skies","light shade","very bright","medium (50-150 cm)","medium (50-150 cm)","medium","medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","long day (>14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","365","animal food (feed)","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6266"
"6271","Fraxinus excelsior","tree","erect","perennial","deciduous, single stem","materials, medicinals & aromatic, forest/wood","grown on large scale, harvested from wild","8","20","5","33","500","1000","300","1500","42","39","60","63","---","---","-","1500","6.5","8","6","8.5","clear skies","very bright","cloudy skies","very bright","deep (>>150 cm)","deep (>>150 cm)","","","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","long day (>14 hours)","-25","-1","","","","large scale/commercial","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6271"
"6295","Furcraea gigantea var. willemettiana","shrub","erect","perennial","multi stem","materials, ornamentals/turf, environmental","","23","30","16","34","1000","2100","700","2500","-","-","15","25","---","---","-","-","6","7","5.5","8","cloudy skies","light shade","very bright","light shade","medium (50-150 cm)","shallow (20-50 cm)","light","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours)","no input","no input","drought","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","300","365","material","fibres","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6295"
"6304","Galega officinalis","herb","erect","","","forage/pasture, medicinals & aromatic","harvested from wild","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)","temperate oceanic (Do)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","animal food (feed)","vitamins","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6304"
"6309","Galium aparine","herb","prostrate/procumbent/semi-erect, climber/scrambler/scadent","","","vegetables, materials, medicinals & aromatic","harvested from wild","-","-","-","-","-","-","-","-","38","36","63","65","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","material","dye/tannin","roots","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6309"
"6313","Galium verum","herb","erect","perennial","","materials, medicinals & aromatic","harvested from wild","-","-","-","-","-","-","-","-","38","36","64","66","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","medicinal","muscular/skeletal applications","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6313"
"6353","Garcinia multiflora","tree","erect","perennial","evergreen","fruits & nuts, materials, environmental","","21","28","15","36","1500","1800","1100","2500","10","10","25","25","---","---","-","-","7","7.5","6.5","8","clear skies","cloudy skies","clear skies","light shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry winter (Cw)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","300","365","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6353"
"6384","Garuga pinnata","tree","erect","perennial","deciduous, single stem","fruits & nuts, materials, medicinals & aromatic, forest/wood","","30","42","7","47","1500","2000","1000","2500","5","5","25","25","---","---","-","1200","6","7","5.5","8","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw)","short day (<12 hours)","2","2","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","210","330","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6384"
"6394","Geissois benthamiana","tree","erect","perennial","single stem","forest/wood","","18","28","8","34","1200","1500","1000","1700","28","28","31.5","31.5","---","---","100","1000","5","6","4.5","6.5","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","subtropical humid (Cf)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","240","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6394"
"6397","Genipa americana","tree","erect","perennial","single stem","forage/pasture, fruits & nuts, materials, medicinals & aromatic, forest/wood","","24","31","12","35","1200","1700","900","2000","-","-","25","25","---","---","-","400","5.5","7","5","8","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-3","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","270","365","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6397"
"6401","Genista tinctoria","shrub","erect","perennial","multi stem","materials, ornamentals/turf, medicinals & aromatic","","14","20","6","26","600","900","520","1100","38","36","53","55","---","---","-","1500","5.5","6.5","4.5","7.5","very bright","cloudy skies","very bright","light shade","shallow (20-50 cm)","shallow (20-50 cm)","light","medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)","subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","long day (>14 hours)","-5","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","210","food & beverage","vitamins","seeds","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6401"
"6404","Gentiana lutea","herb","erect","perennial","","medicinals & aromatic","harvested from wild","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","temperate continental (Dc)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food additive","condiment/seasoning","roots","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6404"
"6416","Geranium robertianum","herb","erect","annual, biennial","","medicinals & aromatic","grown on small scale, harvested from wild","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","light shade","cloudy skies","light shade","cloudy skies","","","","","","","","","","","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","temperate oceanic (Do)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","medicinal","skin applications","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6416"
"6435","Glechoma hederacea","herb","erect","perennial","","medicinals & aromatic","harvested from wild","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","medicinal","respiratory applications","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6435"
"6438","Gleditsia triacanthos","tree","erect","perennial","deciduous, single stem","pulses (grain legumes), forage/pasture, materials, ornamentals/turf, forest/wood, environmental","grown on small scale","26","38","6","40","700","1500","500","1800","28","10","40","50","---","---","-","2200","5.5","8","4.5","9","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","high (>10 dS/m))","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-34","-1","drought","fire, wind","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","300","animal food (feed)","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6438"
"6456","Gluta travancorica","tree","erect","perennial","evergreen, single stem","forest/wood","","26","29","18","34","3000","4000","2000","5000","5","5","25","25","---","---","300","1300","4.5","6","4","7","very bright","cloudy skies","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6456"
"6458","Glyceria fluitans","grass","prostrate/procumbent/semi-erect","perennial","deciduous, multi stem","cereals & pseudocereals, materials","","14","26","10","32","600","900","500","1000","37","34","62","65","---","---","-","1500","4.5","8","4","8.5","clear skies","very bright","cloudy skies","very bright","shallow (20-50 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year)","poorly (saturated >50% of year)","temperate oceanic (Do), temperate continental (Dc)","","-25","0","flooding","drought","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","starch","seeds","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6458"
"6467","Glycyrrhiza glabra","herb, sub-shrub","erect","perennial","","roots/tubers, forage/pasture, materials, medicinals & aromatic","grown on small scale","14","25","5","30","500","1000","300","1200","-","-","-","-","---","---","-","-","6.5","7.5","5.5","8.2","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","long day (>14 hours)","-10","0","","","can become a weed","small scale (manual)","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","90","150","food additive","condiment/seasoning","roots","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6467"
"6468","Glycyrrhiza lepidota","herb","erect","perennial","single stem, C3 photosynthesis","medicinals & aromatic","grown on small scale","10","17","4","23","450","500","350","550","20","20","50","50","---","---","-","2280","6","7.5","5.5","8.5","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","long day (>14 hours)","-5","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","150","food additive","condiment/seasoning","roots","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6468"
"6471","Gmelina leichhardtii","tree","erect","perennial","semi evergreen","forest/wood","","26","30","10","36","1200","1800","1000","2000","19.5","19.5","35.5","35.5","---","---","-","500","5.5","6.5","5","7.5","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","subtropical humid (Cf)","short day (<12 hours)","-5","0","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","240","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6471"
"6492","Gossypium arboreum","shrub","erect","annual, perennial","multi stem, C3 photosynthesis","forage/pasture, materials","grown on small scale","26","36","18","38","750","1250","500","1500","10","10","30","30","---","---","-","1600","6","7.2","5.3","8.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","short day (<12 hours), neutral day (12-14 hours)","no input","no input","","wind","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","190","210","material","fibres","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6492"
"6493","Gossypium herbaceum","shrub","erect","biennial, perennial","multi stem","forage/pasture, materials, medicinals & aromatic","grown on small scale","26","36","18","38","750","1250","200","1500","-","-","-","-","---","---","-","2200","6","7.2","5.3","8.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","short day (<12 hours), neutral day (12-14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","190","210","material","fibres","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6493"
"6500","Gracilaria tenuistipitata","herb","prostrate/procumbent/semi-erect","","","vegetables","","20","30","5","35","2000","3000","1500","3500","-","-","-","-","---","---","-","-","6.5","7.5","6","8","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","high","","","","high (>10 dS/m))","high (>10 dS/m))","poorly (saturated >50% of year)","poorly (saturated >50% of year)","tropical wet (Ar)","short day (<12 hours)","no input","no input","flooding","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","60","90","food & beverage","vitamins","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6500"
"6502","Gracilaria verrucosa","herb","prostrate/procumbent/semi-erect","perennial","multi stem","vegetables, materials","harvested from wild","20","25","5","30","2000","3000","1500","3500","15","15","25","25","---","---","-","-","7.5","8","7","8.5","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium","heavy, medium, light","high","","","","medium (4-10 dS/m)","high (>10 dS/m))","poorly (saturated >50% of year)","poorly (saturated >50% of year)","tropical wet & dry (Aw), subtropical humid (Cf)","short day (<12 hours)","no input","no input","flooding","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","45","90","food & beverage","vitamins","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6502"
"6514","Grevillea parallella","shrub, tree","erect","perennial","single stem, multi stem","materials, forest/wood","","22","35","10","46","700","1400","500","1700","10","10","28","28","---","---","-","900","5","6.5","4.5","7","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), steppe or semiarid (Bs)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","300","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6514"
"6520","Grewia asiatica","shrub, tree","erect","perennial","semi evergreen, deciduous","fruits & nuts","grown on small scale","23","34","10","44","2300","2900","1250","4000","10","5","25","30","---","---","-","1500","6","7.5","5.5","8","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw)","short day (<12 hours)","-5","0","","","","home garden","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","260","330","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6520"
"6523","Grewia bicolor","shrub, tree","erect","perennial","deciduous, single stem, multi stem","forage/pasture, fruits & nuts, medicinals & aromatic, forest/wood","","20","28","15","35","400","900","200","1100","-","-","25","30","---","---","800","2000","5.5","7","5","7.5","clear skies","very bright","cloudy skies","very bright","medium (50-150 cm)","shallow (20-50 cm)","light, organic","heavy, medium, light, wide, organic","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs)","","no input","no input","drought","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6523"
"6551","Grewia tiliifolia","tree","erect","perennial","deciduous, single stem","forage/pasture, fruits & nuts, medicinals & aromatic, forest/wood","","30","42","7","47","1000","2500","750","4000","5","5","25","25","---","---","-","900","6","6.5","5.5","7","very bright","cloudy skies","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw)","short day (<12 hours)","-5","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6551"
"6558","Guaiacum officinale","shrub, tree","erect","perennial","evergreen, single stem, multi stem","materials, ornamentals/turf, medicinals & aromatic, forest/wood","","22","28","20","34","1000","2000","500","3000","10","10","25","25","---","---","-","100","5","7.5","4.5","8","clear skies","very bright","light shade","very bright","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light, wide, organic","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw)",NA,"1","1","wind, drought, coastal salt spray",NA,"","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6558"
"6559","Guaiacum sanctum","shrub, tree","erect","perennial","evergreen, single stem, multi stem","ornamentals/turf, medicinals & aromatic","","22","28","20","34","700","1500","500","2000","10","500","25","2000","---","---","-","100","5","7.5","4.5","8","clear skies","very bright","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light, wide, organic","heavy, medium, light, wide, organic","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw)",NA,"1","1","wind, drought, coastal salt spray",NA,"","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","environmental","ornamental/turf","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6559"
"6562","Guazuma ulmifolia","tree","erect","perennial","evergreen, semi evergreen, single stem","forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental, weed","","22","32","10","36","700","1500","500","1700","-","-","25","25","---","---","-","1200","6","7","5.5","7.5","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours)","no input","no input","","","can become a weed","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","240","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6562"
"6567","Guizotia abyssinica","herb","erect","annual","","forage/pasture, materials, medicinals & aromatic","grown on small scale","18","26","11","34","1000","1300","500","3000","-","-","-","-","---","---","-","3000","5.5","6.5","5","7.5","very bright","very bright","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","90","150","material","lipids/oil & fats","seeds","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6567"
